Compound;FC ([BlancoSurrogados] vs [Control]);Log FC ([BlancoSurrogados] vs [Control]);FC (abs) ([BlancoSurrogados] vs [Control]);Regulation ([BlancoSurrogados] vs [Control]);FC ([ControlSurrogados] vs [Control]);Log FC ([ControlSurrogados] vs [Control]);FC (abs) ([ControlSurrogados] vs [Control]);Regulation ([ControlSurrogados] vs [Control]);FC ([Disolventes] vs [Control]);Log FC ([Disolventes] vs [Control]);FC (abs) ([Disolventes] vs [Control]);Regulation ([Disolventes] vs [Control]);FC ([Docusato] vs [Control]);Log FC ([Docusato] vs [Control]);FC (abs) ([Docusato] vs [Control]);Regulation ([Docusato] vs [Control]);FC ([QC] vs [Control]);Log FC ([QC] vs [Control]);FC (abs) ([QC] vs [Control]);Regulation ([QC] vs [Control]);FC ([Tetra+Docu] vs [Control]);Log FC ([Tetra+Docu] vs [Control]);FC (abs) ([Tetra+Docu] vs [Control]);Regulation ([Tetra+Docu] vs [Control]);FC ([Tetraconazol] vs [Control]);Log FC ([Tetraconazol] vs [Control]);FC (abs) ([Tetraconazol] vs [Control]);Regulation ([Tetraconazol] vs [Control]);BLANCOSURRO1_1: Log2(normalized);BLANCOSURRO1_1_neg: Log2(normalized);BLANCOSURRO1_2: Log2(normalized);BLANCOSURRO1_2_neg: Log2(normalized);BLANCOSURRO1_3: Log2(normalized);BLANCOSURRO1_3_neg: Log2(normalized);BLANCOSURRO2_1: Log2(normalized);BLANCOSURRO2_1_neg: Log2(normalized);BLANCOSURRO2_2: Log2(normalized);BLANCOSURRO2_2_neg: Log2(normalized);BLANCOSURRO2_3: Log2(normalized);BLANCOSURRO2_3_neg: Log2(normalized);BLANCOSURRO3_1: Log2(normalized);BLANCOSURRO3_1_neg: Log2(normalized);BLANCOSURRO3_2: Log2(normalized);BLANCOSURRO3_2_neg: Log2(normalized);C54_1_1: Log2(normalized);C54_1_1_neg: Log2(normalized);C54_1_2: Log2(normalized);C54_1_2_neg: Log2(normalized);C54_2_1: Log2(normalized);C54_2_1_neg: Log2(normalized);C54_2_2: Log2(normalized);C54_2_2_neg: Log2(normalized);ControlSurro_1: Log2(normalized);ControlSurro_1_neg: Log2(normalized);ControlSurro_2: Log2(normalized);ControlSurro_2_neg: Log2(normalized);ControlSurro_3: Log2(normalized);ControlSurro_3_neg: Log2(normalized);ControlSurro_4: Log2(normalized);ControlSurro_4_neg: Log2(normalized);ControlSurro_5: Log2(normalized);ControlSurro_5_neg: Log2(normalized);ControlSurro_7: Log2(normalized);ControlSurro_7_neg: Log2(normalized);ControlSurro_8: Log2(normalized);ControlSurro_8_neg: Log2(normalized);ControlSurro_9: Log2(normalized);ControlSurro_9_neg: Log2(normalized);ControlSurro_10: Log2(normalized);ControlSurro_10_neg: Log2(normalized);Disolv_1: Log2(normalized);Disolv_1_neg: Log2(normalized);Disolv_2: Log2(normalized);Disolv_2_neg: Log2(normalized);Disolv_3: Log2(normalized);Disolv_3_neg: Log2(normalized);Disolv_4: Log2(normalized);Disolv_4_neg: Log2(normalized);Disolv_5: Log2(normalized);Disolv_5_neg: Log2(normalized);Disolv_7: Log2(normalized);Disolv_7_neg: Log2(normalized);Disolv_8: Log2(normalized);Disolv_8_neg: Log2(normalized);Disolv_9: Log2(normalized);Disolv_9_neg: Log2(normalized);Disolv_10: Log2(normalized);Disolv_10_neg: Log2(normalized);D54_1_1: Log2(normalized);D54_1_1_neg: Log2(normalized);D54_1_2: Log2(normalized);D54_1_2_neg: Log2(normalized);D54_2_1: Log2(normalized);D54_2_1_neg: Log2(normalized);D54_2_2: Log2(normalized);D54_2_2_neg: Log2(normalized);D54_3_1: Log2(normalized);D54_3_1_neg: Log2(normalized);D54_3_2: Log2(normalized);D54_3_2_neg: Log2(normalized);QCTODOS1_1: Log2(normalized);QCTODOS1_1_neg: Log2(normalized);QCTODOS1_2: Log2(normalized);QCTODOS1_2_neg: Log2(normalized);QCTODOS1_3: Log2(normalized);QCTODOS1_3_neg: Log2(normalized);QCTODOS2_1: Log2(normalized);QCTODOS2_1_neg: Log2(normalized);QCTODOS2_2: Log2(normalized);QCTODOS2_2_neg: Log2(normalized);QCTODOS2_3: Log2(normalized);QCTODOS2_3_neg: Log2(normalized);QCTODOS3_1: Log2(normalized);QCTODOS3_1_neg: Log2(normalized);QCTODOS3_2: Log2(normalized);QCTODOS3_2_neg: Log2(normalized);TD54_1_1: Log2(normalized);TD54_1_1_neg: Log2(normalized);TD54_1_2: Log2(normalized);TD54_1_2_neg: Log2(normalized);TD54_2_1: Log2(normalized);TD54_2_1_neg: Log2(normalized);TD54_2_2: Log2(normalized);TD54_2_2_neg: Log2(normalized);T54_1_1: Log2(normalized);T54_1_1_neg: Log2(normalized);T54_1_2: Log2(normalized);T54_1_2_neg: Log2(normalized);T54_2_1: Log2(normalized);T54_2_1_neg: Log2(normalized);T54_2_2: Log2(normalized);T54_2_2_neg: Log2(normalized);T54_3_1: Log2(normalized);T54_3_1_neg: Log2(normalized);T54_3_2: Log2(normalized);T54_3_2_neg: Log2(normalized);CAS Number;ChEBI ID;Compound Name;KEGG ID;Mass;Retention Time;HMP ID;Formula;Frequency;Ionization mode;LMP ID
C5 H4 O3;-285,65494;-8,15813;285,65494;down;-285,65494;-8,15813;285,65494;down;-285,65494;-8,15813;285,65494;down;1,2061957;0,27046394;1,2061957;up;1,2983011;0,37662506;1,2983011;up;1,0330863;0,04696083;1,0330863;up;1,0432719;0,061115265;1,0432719;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,359852;0;15,824561;0;16,719723;0;16,360899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,942623;0;17,553667;0;16,445484;0;15,957102;0;16,841368;0;16,402878;0;17,384304;0;17,109953;0;16,830355;0;17,370262;0;17,097023;0;16,691225;0;17,255968;0;16,816996;0;15,764457;0;15,503547;0;17,437328;0;16,935396;0;17,025843;0;16,581114;0;16,178219;0;15,874069;0;16,77471;0;16,196985;;;C5 H4 O3;;112,0157;1,5639995;;C5 H4 O3;28;Esi-;
C14 H19 N O2 Esi-11.518999;-175,84492;-7,45816;175,84492;down;-175,84492;-7,45816;175,84492;down;-175,84492;-7,45816;175,84492;down;1,3097974;0,38934374;1,3097974;up;4,8083744;2,2655492;4,8083744;up;-1,2312459;-0,30011892;1,2312459;down;-5,354807;-2,4208345;5,354807;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,932815;0;14,467732;0;15,402579;0;14,862153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,140591;0;14,975579;0;17,554844;0;17,068054;0;14,939808;0;14,491164;0;19,463226;0;19,102682;0;18,76057;0;20,307627;0;19,875599;0;19,574282;0;19,451326;0;19,044044;0;15,806323;0;15,343047;0;13,329096;0;12,785862;0;16,798447;0;16,383028;0;13,860893;0;13,4055395;0;0;0;0;;;C14 H19 N O2 Esi-11.518999;;233,1422;11,518999;;C14 H19 N O2;26;Esi-;
C11 H24 N2 O14 S;-816,301;-9,672957;816,301;down;-816,301;-9,672957;816,301;down;-816,301;-9,672957;816,301;down;-1,0607053;-0,08502388;1,0607053;down;1,014849;0,02126503;1,014849;up;1,0171298;0,024503708;1,0171298;up;-1,0064605;-0,009290695;1,0064605;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,558084;0;19,081726;0;19,61553;0;19,128319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,288157;0;18,9151;0;19,536255;0;19,055265;0;19,351297;0;18,909132;0;19,77568;0;19,43197;0;19,131207;0;19,689747;0;19,359972;0;19,067421;0;19,503307;0;19,14825;0;19,572657;0;19,122604;0;19,659203;0;19,225227;0;19,44548;0;18,971903;0;19,650997;0;19,197788;0;19,562037;0;19,1358;;;C11 H24 N2 O14 S;;440,0947;1,2420002;;C11 H24 N2 O14 S;28;Esi-;
beta-D-Fructofuranosyl-alpha-D-mannopyranoside Esi-1.282;-358,5652;-8,486092;358,5652;down;-358,5652;-8,486092;358,5652;down;-358,5652;-8,486092;358,5652;down;-1,02472;-0,035229683;1,02472;down;-1,21469;-0,28058815;1,21469;down;-1,0387982;-0,05491543;1,0387982;down;-1,0441282;-0,062298775;1,0441282;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,326332;0;16,634684;0;17,299816;0;16,627905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,127853;0;16,590105;0;17,234453;0;16,556356;0;17,23421;0;16,667362;0;16,951433;0;16,483343;0;16,047934;0;16,819979;0;16,316105;0;15,903435;0;16,614853;0;16,150978;0;17,123627;0;16,584831;0;17,18627;0;16,554678;0;17,048115;0;16,393223;0;17,152325;0;16,522198;0;17,301004;0;16,66865;;;beta-D-Fructofuranosyl-alpha-D-mannopyranoside Esi-1.282;C18068;342,1163;1,282;;C12 H22 O11;28;Esi-;
C16 H15 N9 O11 S;-216,44238;-7,757839;216,44238;down;-216,44238;-7,757839;216,44238;down;-216,44238;-7,757839;216,44238;down;1,036176;0,051269054;1,036176;up;1,0531026;0,074645996;1,0531026;up;1,0254505;0,036257744;1,0254505;up;-1,0044756;-0,006442547;1,0044756;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,638436;0;15,170004;0;15,855161;0;15,399111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,872146;0;15,39453;0;15,872627;0;15,31522;0;15,838637;0;15,416138;0;16,064259;0;15,715131;0;15,334482;0;15,93053;0;15,672453;0;15,232795;0;15,896285;0;15,473832;0;15,821027;0;15,412404;0;15,797737;0;15,321611;0;15,91905;0;15,420684;0;15,715292;0;15,234444;0;15,557015;0;15,170278;;;C16 H15 N9 O11 S;;541,0609;2,403;;C16 H15 N9 O11 S;28;Esi-;
b-Glucose;-125,618256;-6,9729023;125,618256;down;-469,84015;-8,876026;469,84015;down;-9,503669;-3,2484846;9,503669;down;1,1651704;0,220541;1,1651704;up;1,4330536;0,51909256;1,4330536;up;1,0784235;0,10892391;1,0784235;up;1,259531;0,3328867;1,259531;up;0;14,741256;0;14,410053;0;14,162155;0;0;0;0;0;0;0;0;0;0;0;19,67919;0;19,165789;0;19,54513;0;19,049843;0;14,471421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,881114;0;12,7844305;0;12,953287;0;12,713816;0;13,271901;0;12,979069;0;12,696967;0;12,772108;0;12,71446;0;21,227804;0;20,559694;0;18,807686;0;18,531107;0;20,09475;0;19,58538;0;20,832296;0;20,449694;0;20,11267;0;20,758732;0;20,324427;0;19,80971;0;20,658464;0;20,239386;0;18,69267;0;18,198128;0;20,988655;0;20,431885;0;20,413273;0;19,821184;0;19,89192;0;19,411966;0;20,55996;0;20,056257;;;b-Glucose;C00221;90,0319;1,2130003;HMDB00516;C6 H12 O6;41;Esi-;
fumarate(1-);-328,11353;-8,358051;328,11353;down;-328,11353;-8,358051;328,11353;down;-328,11353;-8,358051;328,11353;down;1,162414;0,21712399;1,162414;up;1,4034034;0,48892975;1,4034034;up;1,0456345;0,06437874;1,0456345;up;1,1128585;0,15427017;1,1128585;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,916708;0;16,570967;0;16,880096;0;16,496635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,31625;0;17,888237;0;16,546082;0;16,157604;0;17,201157;0;16,792778;0;17,983812;0;17,738731;0;17,421316;0;17,98242;0;17,652264;0;17,381264;0;17,868437;0;17,52344;0;16,188936;0;15,747327;0;17,91313;0;17,530048;0;17,500422;0;17,05668;0;16,859488;0;16,417952;0;17,346886;0;16,966427;;;fumarate(1-);C00122;116,0103;1,3479997;HMDB00134;C4 H4 O4;28;Esi-;
C3 H4 O2;-170,01276;-7,409499;170,01276;down;-170,01276;-7,409499;170,01276;down;-170,01276;-7,409499;170,01276;down;1,3514855;0,434546;1,3514855;up;1,6686096;0,7386465;1,6686096;up;1,0610721;0,08552265;1,0610721;up;1,4065198;0,4921298;1,4065198;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,507981;0;14,127189;0;14,7052;0;14,935625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,015144;0;16,610477;0;14,795127;0;14,378023;0;15,896379;0;15,43339;0;16,660831;0;16,338701;0;15,962737;0;16,593172;0;16,209415;0;15,969477;0;16,48762;0;16,148376;0;13,721207;0;13,174302;0;16,749817;0;16,31485;0;16,216576;0;15,71035;0;15,640103;0;15,159043;0;16,250761;0;15,842718;;;C3 H4 O2;;72,0214;1,212;;C3 H4 O2;28;Esi-;
(1S,2R)-1-hydroxypropane-1,2,3-tricarboxylate Esi-1.5639995;-1309,2991;-10,354579;1309,2991;down;-1309,2991;-10,354579;1309,2991;down;-1309,2991;-10,354579;1309,2991;down;1,2093652;0,27425003;1,2093652;up;1,2779964;0,35388374;1,2779964;up;1,0250878;0,035747528;1,0250878;up;1,0440156;0,062143326;1,0440156;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,86611;0;20,224308;0;21,11389;0;20,632324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,328396;0;21,857376;0;21,008373;0;20,451494;0;21,190289;0;20,710022;0;21,763996;0;21,420849;0;21,124153;0;21,742958;0;21,37546;0;21,090523;0;21,584412;0;21,233042;0;20,276497;0;19,774084;0;21,825188;0;21,246843;0;21,407337;0;20,868614;0;20,715002;0;20,19002;0;21,159246;0;20,660452;;;(1S,2R)-1-hydroxypropane-1,2,3-tricarboxylate Esi-1.5639995;;192,0277;1,5639995;;C6 H8 O7;28;Esi-;
C11 H15 N O2;-540,26135;-9,077514;540,26135;down;-540,26135;-9,077514;540,26135;down;-540,26135;-9,077514;540,26135;down;-1,6386408;-0,7124996;1,6386408;down;-1,8746248;-0,9066019;1,8746248;down;-1,7033888;-0,7684078;1,7033888;down;-1,9229271;-0,94330406;1,9229271;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,189665;0;17,802164;0;18,513304;0;18,114973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,137152;0;13,795431;0;18,406662;0;17,978638;0;18,254171;0;17,808104;0;16,211584;0;16,00198;0;15,667748;0;17,097271;0;16,73096;0;16,488342;0;16,4314;0;16,105316;0;17,68416;0;17,226357;0;16,023539;0;15,5387945;0;15,769915;0;15,465406;0;16,440966;0;16,006283;0;17,159676;0;16,768276;;;C11 H15 N O2;;193,1104;11,1640005;;C11 H15 N O2;28;Esi-;
C6 H8 O4 Esi-1.215;-157,34679;-7,297804;157,34679;down;-157,34679;-7,297804;157,34679;down;-157,34679;-7,297804;157,34679;down;1,296498;0,37461996;1,296498;up;1,8027087;0,8501663;1,8027087;up;1,1270483;0,17254925;1,1270483;up;1,5198873;0,6039643;1,5198873;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,507981;0;13,926203;0;14,012625;0;14,935625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,015144;0;16,608616;0;13,842055;0;13,273504;0;15,896379;0;15,43339;0;16,663725;0;16,340702;0;15,962737;0;16,593172;0;16,20564;0;15,965559;0;16,48762;0;16,148376;0;13,567838;0;13,127511;0;16,752628;0;16,31485;0;16,21489;0;15,71344;0;15,640103;0;15,159043;0;16,250761;0;15,842988;;;C6 H8 O4 Esi-1.215;;144,0427;1,215;;C6 H8 O4;28;Esi-;
beta-D-Fructofuranosyl-alpha-D-mannopyranoside Esi-1.2789997;-1250,418;-10,288195;1250,418;down;-775,59937;-9,599168;775,59937;down;-1250,418;-10,288195;1250,418;down;-1,0754173;-0,104896545;1,0754173;down;-1,2964084;-0,3745203;1,2964084;down;-1,0761312;-0,105854034;1,0761312;down;-1,0745176;-0,103689194;1,0745176;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,894413;0;20,208984;0;20,909386;0;20,29277;0;12,402479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,374716;0;19,751581;0;20,871136;0;20,23535;0;20,7995;0;20,167295;0;20,368536;0;19,87686;0;19,446745;0;20,234358;0;19,707378;0;19,327385;0;20,068533;0;19,588987;0;20,846842;0;20,259281;0;20,509949;0;19,842655;0;20,587234;0;19,923212;0;20,73092;0;20,107244;0;20,745073;0;20,120384;;;beta-D-Fructofuranosyl-alpha-D-mannopyranoside Esi-1.2789997;C18068;388,1231;1,2789997;;C12 H22 O11;29;Esi-;
C5 H9 N O4 Esi-1.2269999;-409,32935;-8,677118;409,32935;down;-409,32935;-8,677118;409,32935;down;-409,32935;-8,677118;409,32935;down;1,1202267;0,1637907;1,1202267;up;1,1501023;0,2017622;1,1501023;up;-1,0332004;-0,047120094;1,0332004;down;-1,0414639;-0,058612823;1,0414639;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,596321;0;17,19495;0;17,527386;0;17,09829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,538614;0;18,070986;0;17,487894;0;16,937696;0;17,747091;0;17,308615;0;18,105572;0;17,772165;0;17,536747;0;18,038748;0;17,656069;0;17,41142;0;17,94868;0;17,592684;0;17,178656;0;16,789152;0;17,770239;0;17,301943;0;17,581156;0;17,028954;0;17,3797;0;16,903988;0;17,473017;0;17,055252;;;C5 H9 N O4 Esi-1.2269999;;147,0531;1,2269999;;C5 H9 N O4;28;Esi-;
C16 H16 N3 O8;-413,47903;-8,69167;413,47903;down;-413,47903;-8,69167;413,47903;down;-413,47903;-8,69167;413,47903;down;-1,014527;-0,020807266;1,014527;down;1,0862328;0,11933327;1,0862328;up;-1,0571822;-0,08022404;1,0571822;down;1,1594526;0,21344376;1,1594526;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,600973;0;17,03716;0;17,768171;0;17,127058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,160856;0;17,527576;0;17,156113;0;16,549152;0;17,624146;0;17,032518;0;18,145142;0;17,69831;0;17,244875;0;18,035149;0;17,500967;0;17,096643;0;17,881634;0;17,37334;0;17,098587;0;16,550297;0;17,954361;0;17,288324;0;18,800922;0;18,133373;0;17,762018;0;17,137701;0;17,822962;0;17,20439;;;C16 H16 N3 O8;;378,0941;1,2450002;;C16 H16 N3 O8;28;Esi-;
AMP(2-) Esi-1.6749995;-589,24097;-9,202714;589,24097;down;-589,24097;-9,202714;589,24097;down;-589,24097;-9,202714;589,24097;down;-1,1000044;-0,13750935;1,1000044;down;-1,2059262;-0,2701416;1,2059262;down;-1,0836358;-0,11588001;1,0836358;down;-1,0787665;-0,10938263;1,0787665;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,692087;0;18,176796;0;18,628548;0;18,124283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,165564;0;17,673136;0;18,477976;0;18,018967;0;18,439316;0;18,007498;0;18,307035;0;17,932905;0;17,57267;0;18,145739;0;17,773544;0;17,409374;0;18,090221;0;17,68967;0;18,671967;0;18,164873;0;18,158358;0;17,699478;0;18,476545;0;17,932457;0;18,550158;0;18,057821;0;18,268532;0;17,83446;;;AMP(2-) Esi-1.6749995;C00020;347,0643;1,6749995;HMDB00045;C10 H14 N5 O7 P;28;Esi-;
C23 H46 N2 O25 S;-775,8204;-9,599579;775,8204;down;-775,8204;-9,599579;775,8204;down;-775,8204;-9,599579;775,8204;down;-1,1237764;-0,16835499;1,1237764;down;-1,1316895;-0,17847824;1,1316895;down;-1,0364305;-0,051623344;1,0364305;down;-1,0667793;-0,09326172;1,0667793;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,48079;0;18,823284;0;19,569761;0;18,9228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,730705;0;18,221777;0;19,54157;0;18,941236;0;19,1482;0;18,591187;0;19,349255;0;18,872284;0;18,535404;0;19,188387;0;18,773258;0;18,47138;0;18,991264;0;18,556376;0;19,56544;0;19,008682;0;19,182142;0;18,62738;0;19,201887;0;18,58426;0;19,459911;0;18,886602;0;19,24639;0;18,696756;;;C23 H46 N2 O25 S;;782,2099;1,2509998;;C23 H46 N2 O25 S;28;Esi-;
Fructose 1,6-bisphosphate Esi-1.389;-584,9572;-9,192187;584,9572;down;-584,9572;-9,192187;584,9572;down;-584,9572;-9,192187;584,9572;down;-1,337063;-0,41906738;1,337063;down;-1,3260437;-0,40712833;1,3260437;down;-1,3049996;-0,38404942;1,3049996;down;-1,2031584;-0,26682663;1,2031584;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,490623;0;17,772964;0;18,952461;0;18,321451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,458654;0;16,62145;0;18,212786;0;17,528149;0;18,061218;0;17,395182;0;18,096292;0;17,741388;0;16,986553;0;18,024988;0;17,178034;0;16,874117;0;18,172325;0;17,487259;0;18,402979;0;17,892595;0;17,450575;0;16,71896;0;18,048656;0;17,41031;0;18,265848;0;17,702274;0;18,095713;0;17,581524;;;Fructose 1,6-bisphosphate Esi-1.389;;339,9967;1,389;HMDB01058;C6 H14 O12 P2;28;Esi-;
C19 H21 N10 O3 S Esi-10.3569975;-212,25395;-7,7296476;212,25395;down;-212,25395;-7,7296476;212,25395;down;-163,80937;-7,355874;163,80937;down;1,6418328;0,71530724;1,6418328;up;3,2811985;1,7142229;3,2811985;up;2,0322986;1,0231123;2,0322986;up;1,812181;0,85772705;1,812181;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,484477;0;15,231934;0;15,648554;0;15,472214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,7279205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,211708;0;19,747421;0;14,158373;0;14,327973;0;16,850126;0;16,04386;0;19,293781;0;18,851646;0;18,44325;0;19,344194;0;18,862492;0;18,411627;0;19,149662;0;18,745274;0;16,290415;0;15,671431;0;19,396534;0;18,663704;0;18,283646;0;17,68016;0;17,700644;0;16,940107;0;16,251186;0;16,192755;;;C19 H21 N10 O3 S Esi-10.3569975;;469,1526;10,3569975;;C19 H21 N10 O3 S;29;Esi-;
Inositol phosphate Esi-1.2239996;-334,84424;-8,387346;334,84424;down;-334,84424;-8,387346;334,84424;down;-334,84424;-8,387346;334,84424;down;-1,0725838;-0,10109043;1,0725838;down;1,0265647;0,03782463;1,0265647;up;1,0499969;0,07038498;1,0499969;up;1,0345337;0,048980713;1,0345337;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,006742;0;16,555563;0;16,977459;0;16,559004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,637163;0;16,20501;0;16,852676;0;16,460888;0;16,84663;0;16,432705;0;17,184488;0;16,909729;0;16,655867;0;17,104383;0;16,726845;0;16,563076;0;17,00501;0;16,65332;0;17,049646;0;16,625223;0;17,22387;0;16,76311;0;16,973091;0;16,505455;0;17,346323;0;16,849636;0;16,983963;0;16,57746;;;Inositol phosphate Esi-1.2239996;;260,0309;1,2239996;HMDB02985;C6 H13 O9 P;28;Esi-;
b-Glucose Esi-1.2120003;-120,250595;-6,9099;120,250595;down;-442,55908;-8,789726;442,55908;down;-472,27643;-8,883488;472,27643;down;1,1843112;0,24404812;1,1843112;up;1,452858;0,5388937;1,452858;up;1,0821254;0,11386776;1,0821254;up;1,2710365;0,34600544;1,2710365;up;0;14,5166855;0;14,2818575;0;13,999472;0;0;0;0;0;0;0;0;0;0;0;19,50655;0;18,966648;0;19,367012;0;18,837994;0;14,310897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,623195;0;0;0;0;0;0;0;0;0;0;0;21,08853;0;20,43339;0;18,828272;0;18,280706;0;19,924969;0;19,390026;0;20,688154;0;20,280523;0;19,931921;0;20,58733;0;20,10463;0;19,815733;0;20,477016;0;20,093397;0;18,4921;0;17,972946;0;20,860271;0;20,263832;0;20,24517;0;19,70415;0;19,729557;0;19,237411;0;20,380243;0;19,872839;;;b-Glucose Esi-1.2120003;C00221;180,0639;1,2120003;HMDB00516;C6 H12 O6;33;Esi-;
C18 H35 N O8 S2;-298,83643;-8,223212;298,83643;down;-298,83643;-8,223212;298,83643;down;-298,83643;-8,223212;298,83643;down;-1,038974;-0,05515957;1,038974;down;-1,2012237;-0,2645049;1,2012237;down;-1,2403868;-0,31079006;1,2403868;down;-1,2243387;-0,29200268;1,2243387;down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,725899;0;16,066048;0;16,808586;0;16,185165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,093912;0;15,384614;0;16,986452;0;16,354301;0;16,89227;0;16,305082;0;16,477806;0;15,977481;0;15,538129;0;16,254162;0;15,717489;0;15,380054;0;16,218943;0;15,77525;0;16,681513;0;16,085182;0;15,595957;0;14,93673;0;16,635406;0;15,923165;0;16,023018;0;15,584874;0;15,798219;0;15,209835;;;C18 H35 N O8 S2;;457,1793;1,3150002;;C18 H35 N O8 S2;28;Esi-;
C20 H32 N6 O12 S2;-325,55508;-8,346758;325,55508;down;-325,55508;-8,346758;325,55508;down;-325,55508;-8,346758;325,55508;down;-1,1700461;-0,22656536;1,1700461;down;1,253713;0,32620716;1,253713;up;1,0758013;0,10541153;1,0758013;up;1,253882;0,3264017;1,253882;up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,406754;0;16,812353;0;16,556385;0;15,998568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,19613;0;16,688837;0;16,03937;0;15,475702;0;16,255564;0;15,786703;0;18,080532;0;17,611614;0;17,211985;0;17,298054;0;16,920818;0;16,509;0;17,782385;0;17,353045;0;17,162283;0;16,664059;0;17,153751;0;16,637262;0;17,913094;0;17,283594;0;17,4616;0;16,951193;0;17,482359;0;16,986065;;;C20 H32 N6 O12 S2;;612,1522;2,0890005;;C20 H32 N6 O12 S2;28;Esi-;
